,Unnamed: 0.1,Video ID,Video Title,Channel,Published Date,Views,Likes,Comments,Subscribers,Country,Region,CategoryID,CategoryName,pub_month,pub_week,pub_day,pub_weekday,views_per_sub,likes_per_sub
0,0,26,3574,2052,8029,34727,686,16,4190000,12,5,20,0,10,43,20,0,0.0082880648477172,0.0001637231112832
1,1,1447,1910,4149,4296,45151,1514,21,188000,22,11,22,1,10,42,16,3,0.2401636161509779,0.0080531486534646
2,2,3989,2396,4430,4668,353713,6485,127,37300,72,35,25,2,10,42,17,4,9.482668024985925,0.1738559287954746
3,3,7437,7134,2861,6044,2171652,78431,183,43800,85,43,24,3,10,42,18,5,49.57996392776421,1.7906212186936372
4,4,2123,7164,1233,3901,246429,9321,949,2490000,85,43,28,4,10,42,16,3,0.0989674301335622,0.0037433719906136
5,5,7257,136,6140,2989,3877609,17845,207,55700,67,44,24,3,10,42,15,2,69.61471068742033,0.3203712680203228
6,6,3181,5220,4746,7456,40717,2050,50,116000,22,11,20,0,10,42,19,6,0.3510055947793553,0.017672261446022
7,7,162,136,2968,3036,1085428,17014,52,33600,67,22,26,5,10,42,15,2,32.3034433499003,0.5063539775601916
8,8,743,1191,598,1072,248605,2186,1062,2500000,30,14,25,2,10,41,11,5,0.0994419602232159,0.0008743996502401
9,9,6123,6801,3395,7468,128332,2524,8,565000,67,26,28,4,10,42,19,6,0.2271358811754315,0.0044672487305332
10,10,5050,7871,7052,8104,37549,2647,62,588000,36,17,25,2,10,43,20,0,0.0638587349341242,0.0045016930243315
11,11,1603,6750,6761,7542,217241,9329,1442,1840000,57,26,26,5,10,42,19,6,0.1180656967034257,0.0050701059401598
12,12,5042,5473,4935,7871,28758,989,34,444000,31,2,22,1,10,42,19,6,0.0647701243916117,0.0022274724606476
13,13,3860,1768,465,7975,61626,8714,222,1610000,12,5,20,0,10,42,19,6,0.0382769948590094,0.0054124189984975
14,14,6363,4211,335,3330,144718,9072,216,1150000,77,38,2,6,10,42,15,2,0.1258416297029307,0.0078886887924445
15,15,7399,3748,969,7585,449689,6225,963,10300000,91,2,20,0,10,42,19,6,0.0436591219748425,0.0006043688733622
16,16,7495,4101,4452,347,5278779,99107,4004,3110,67,29,10,7,10,41,6,0,1696.810993249759,31.856959177113467
17,17,1204,5605,6204,6720,227466,2217,10,192000,28,13,2,6,10,42,18,5,1.184712579621981,0.0115468148603392
18,18,8092,1505,3170,3066,433219,9043,421,141000,30,14,25,2,10,42,15,2,3.0724533868554125,0.06413429691988
19,19,7022,6395,1771,7360,2350472,42178,1368,2530000,0,40,1,8,10,42,19,6,0.9290399489960676,0.016671139655676
20,20,7443,1854,3339,116,3317118,24551,370,201000,67,38,10,7,9,39,27,5,16.502992522425263,0.1221436709270103
21,21,5503,8262,5605,2459,6365420,28167,179,1600000,93,48,17,9,10,42,14,1,3.9783850135093664,0.0176043639972725
22,22,6598,6940,2118,6935,287826,1755,11,85000,7,3,25,2,10,42,19,6,3.386148398254138,0.0206468159198127
23,23,2229,8065,7372,26,2567208,9302,231,34300,48,25,2,6,9,38,19,4,74.84353225853474,0.2711874289379318
24,24,38,4687,1031,3742,1385251,55536,583,1700000,62,29,1,8,10,42,16,3,0.8148530500864412,0.0326682160775199
25,25,4854,2591,3656,2539,299377,1033,4,313000,91,27,10,7,10,42,14,1,0.9564729825144328,0.0033003089446998
26,26,1045,3898,1100,6383,2314669,26278,13,99500,12,5,26,5,10,42,18,5,23.262771228429862,0.2640978482628315
27,27,1428,7830,7082,727,2429940,44121,783,44500,91,45,1,8,10,41,10,4,54.6041661985124,0.991460866047954
28,28,7216,7818,7311,3912,90978,2265,161,883000,87,45,28,4,10,42,16,3,0.1030327258972526,0.0025651160077961
29,29,2223,3674,1349,7043,113654,12339,643,10800,22,11,25,2,10,42,19,6,10.522544208869547,1.1423942227571522
30,30,2124,7521,6905,5010,2467125,40803,494,1390000,46,23,23,10,10,42,17,4,1.7749087950296438,0.0293546551405358
31,31,985,1961,2577,5892,24498,634,24,643000,64,30,20,0,10,42,18,5,0.0380994741843325,0.0009860015769804
32,32,1042,3159,4886,5492,46629445,140979,727,75400,67,24,24,3,10,42,17,4,618.4194506704155,1.869723213219984
33,33,485,221,6059,5092,3351072,23269,674,602000,48,25,23,10,10,42,17,4,5.56655553728316,0.0386527597130237
34,34,6998,6266,2821,1935,9398640,204672,791,743000,91,39,1,8,10,42,13,0,12.649565747556194,0.2754666548228064
35,35,6411,3820,4355,4625,711034,3436,58,14100,42,21,10,7,10,42,17,4,50.42436706616552,0.2436706616552017
36,36,5138,6352,3580,6743,18126,495,0,311000,41,20,20,0,10,42,18,5,0.0582827707949492,0.001591634753586
37,37,7231,2455,5793,7356,277786,4594,599,782000,72,35,25,2,10,42,19,6,0.3552246096871999,0.005874672794536
38,38,3754,6651,1782,4932,6064243,345442,27865,3800000,80,40,26,5,10,42,17,4,1.5958530010913154,0.0909057655511143
39,39,7322,2174,3096,7405,109630,3056,365,2140000,44,22,20,0,10,42,19,6,0.051228948023856,0.0014280367158706
40,40,2977,7878,7185,1652,723647,6692,146,12600,46,23,28,4,10,42,13,0,57.427743829854776,0.5310689627807317
41,41,2507,3262,4231,1333,4424642,90778,211,94300,28,2,2,6,10,41,12,6,46.92041441766259,0.9626409051865834
42,42,1933,2487,4944,6176,172417,2553,500,355000,30,14,20,0,10,42,18,5,0.4856803220272619,0.0071915290379463
43,43,62,3841,1976,5719,698474,15360,96,2550000,12,37,17,9,10,42,17,4,0.2739112651328372,0.0060235270495972
44,44,2934,5936,12,3270,3456875,25583,117,91700,50,39,26,5,10,42,15,2,37.69724430486036,0.2789827809947547
45,45,5632,5251,2605,4309,9897814,172663,435,15600,91,2,1,8,10,42,16,3,634.4345875264406,11.067431574899045
46,46,325,4447,836,6150,2547687,0,79,164000,39,28,2,6,10,42,18,5,15.534582106206669,0.0
47,47,5792,6683,5214,4522,1041318,14890,777,120000,67,26,24,3,10,42,16,3,8.67757768685261,0.1240822993141723
48,48,2667,4490,1674,1785,39233608,0,74,8000000,42,35,24,3,10,42,13,0,4.904200386974952,0.0
49,49,252,7238,7357,545,1305259,22988,223,916000,87,17,24,3,10,41,9,3,1.4249536845483792,0.0250960424715693
50,50,2329,2848,2364,3318,628916,9935,884,1280000,62,29,1,8,10,42,15,2,0.4913402411404366,0.0077617126861619
51,51,1576,8090,7406,6859,119282,1989,168,67300,48,25,20,0,10,42,19,6,1.7723659380989882,0.0295537956345373
52,52,2629,1305,4668,2232,63779457,959734,12588,202000,31,36,24,3,10,42,14,1,315.7383230776085,4.751134895371805
53,53,6703,8091,7379,720,4931187,33371,119,28700,48,25,17,9,10,41,10,4,171.81237587540502,1.1627121006236716
54,54,2655,6600,6655,1962,617954,8178,127,50900,67,26,1,8,10,42,13,0,12.140311585234082,0.1606648199445983
55,55,3429,412,3127,105,332340,7233,420,323000,0,4,22,1,9,39,26,4,1.0289132231788756,0.0223931195259457
56,56,7427,4397,4305,4299,36952,988,88,12400,16,8,25,2,10,42,16,3,2.979759696798645,0.0796709942746552
57,57,6697,3911,3371,2036,5176282,58881,202,372000,67,3,2,6,10,42,14,1,13.914699154034532,0.1582818325757188
58,58,7632,4782,4306,6992,9354832,255752,813,59100,67,42,24,3,10,42,19,6,158.28551124346458,4.327371787279403
59,59,1046,7416,7179,4648,600891,4883,869,30400,46,23,25,2,10,42,17,4,19.76550113483109,0.1606197164566955
60,60,4754,6148,1368,344,16852102,301448,10414,76600,40,39,17,9,10,41,6,0,219.99845955013643,3.9353011057296894
61,61,4846,765,6102,5759,2106286,11473,47,21100,91,44,23,10,10,42,18,5,99.81925027249892,0.5437183071892328
62,62,4691,7522,7155,5854,823857,13619,1657,949000,87,45,17,9,10,42,18,5,0.8681308028126419,0.0143508805575547
63,63,3206,6621,3322,7365,26819,3439,322,92600,27,12,20,0,10,42,19,6,0.2896189026036436,0.037137827885228
64,64,5654,2692,1466,7656,38792,2970,79,93000,21,10,17,9,10,42,19,6,0.4171137944753282,0.0319351404823604
65,65,7185,4626,2074,1563,2655991,28715,1648,94400,39,19,2,6,10,42,13,0,28.13519983898476,0.3041810997764854
66,66,7176,6068,1736,749,8185165,187919,4611,245000,67,39,23,10,10,41,10,4,33.40870037265154,0.7670131958645067
67,67,5311,777,174,4747,143094,1338,66,190000,71,34,25,2,10,42,17,4,0.7531223519876211,0.007042068199641
68,68,4969,5537,6195,3280,1396453,28122,301,2570000,86,44,28,4,10,42,15,2,0.5433667146433017,0.0109424081936154
69,69,3333,6991,446,7867,382886,10254,695,1300000,85,43,17,9,10,42,19,6,0.2945274657481033,0.0078876862402413
70,70,8260,2219,558,747,954205,20957,367,29800,39,19,28,4,10,41,10,4,32.01922754269991,0.7032314351867387
71,71,4039,6972,2303,3182,450436,4184,520,3470000,52,38,25,2,10,42,15,2,0.1298086081243204,0.0012057633412785
72,72,5182,6007,6450,4574,215720,11557,843,6270000,79,39,10,7,10,42,16,3,0.034405098181005,0.0018432213966154
73,73,7080,5759,4715,4519,609003,20209,86,353000,2,0,17,9,10,42,16,3,1.7252160758751391,0.0572491296058651
74,74,456,7434,4607,7836,33187,416,12,372000,87,17,20,0,10,42,19,6,0.0892121257738554,0.0011182765637726
75,75,1258,2486,1961,5420,161840,3358,406,9850000,30,4,20,0,10,42,17,4,0.0164304551847253,0.0003409136709732
76,76,5639,5158,571,678,3507469,67107,1130,19800,67,25,10,7,10,41,10,4,177.13595272966012,3.3890712590273218
77,77,8284,7990,7515,4704,92789,260,2,124000,48,25,28,4,10,42,17,4,0.7482923524810284,0.0020967572842154
78,78,4463,2767,1367,2759,7446191,98467,4384,7450000,42,2,10,7,10,42,15,2,0.9994885906726724,0.0132170452057657
79,79,3113,7686,7312,5048,2287180,20709,165,22800,87,45,26,5,10,42,17,4,100.31051269681154,0.9082496381737644
80,80,2927,2215,5742,3877,980017,5438,0,291000,7,3,2,6,10,42,16,3,3.3677444407407533,0.0186872210061133
81,81,7579,6985,6828,1724,565128,1348,9,235000,85,43,2,6,10,42,13,0,2.404789766852056,0.0057361458036348
82,82,2697,3629,3937,231,236580,2975,99,68700,22,1,10,7,10,40,3,4,3.443617996826829,0.0433035909229851
83,83,3478,5162,4319,2710,123839,7123,356,432000,67,47,22,1,10,42,15,2,0.2866636882784993,0.0164883877583616
84,84,7753,4533,5702,3205,288333,8369,20,203000,67,10,17,9,10,42,15,2,1.4203526091004477,0.0412263978995177
85,85,3063,1929,2031,4694,223051,3733,4,822000,12,5,25,2,10,42,17,4,0.2713512513975044,0.0045413570056484
86,86,543,5842,3907,7868,91930,1131,112,346000,34,16,17,9,10,42,19,6,0.2656928737200181,0.0032687766798361
87,87,7615,2311,2267,7938,330025,13441,893,598000,91,2,25,2,10,42,19,6,0.5518803480261739,0.0224765510425567
88,88,1032,4636,5216,6324,131424,5214,66,1650000,21,10,28,4,10,42,18,5,0.0796508608176601,0.0031599980848496
89,89,4457,5683,2768,7472,144148,7175,107,1050000,67,20,20,0,10,42,19,6,0.1372836787774488,0.006833326825403
90,90,2431,5543,3771,2239,46823,1603,118,1050000,0,35,22,1,10,42,14,1,0.0445932908635325,0.0015266652126997
91,91,1483,3471,4698,2351,802919,8374,23,1250000,42,3,28,4,10,42,14,1,0.6423346861322511,0.0066991946406442
92,92,3705,5019,2509,2839,2111826,12157,4,133000,42,3,2,6,10,42,15,2,15.878271591942918,0.0914053277794903
93,93,5180,3793,4984,3882,24786171,168864,34,64600,42,35,26,5,10,42,16,3,383.6809182520394,2.613953344375474
94,94,7902,6515,6161,8145,40239,3180,135,161000,57,26,25,2,10,43,20,0,0.2499301246576108,0.0197514301153408
95,95,107,4691,2078,5675,2931929,31600,37,48000,91,49,17,9,10,42,17,4,61.08058165454887,0.6583196183412846
96,96,7265,3505,3862,607,485154,7984,1313,760000,44,22,10,7,10,41,9,3,0.6383596863688338,0.0105052493351982
97,97,4428,4277,1955,5681,4058237,335050,1026,667000,91,24,1,8,10,42,17,4,6.084304221432952,0.5023230849728861
98,98,1960,4264,3412,2540,2833565,53894,7327,2110000,62,29,1,8,10,42,14,1,1.3429211644923391,0.0255421679894938
99,99,1719,2163,5930,4561,68841,1639,183,7350,67,29,10,7,10,42,16,3,9.364848319956469,0.2229628621956196
100,100,6273,45,6804,6901,998014,13532,3289,10800000,85,43,25,2,10,42,19,6,0.092408695147343,0.0012529628469478
101,101,7177,1120,2111,6190,330154,10285,122,1080000,44,22,1,8,10,42,18,5,0.3056978650945693,0.0095231393304265
102,102,8018,4781,2431,4640,18349846,218328,1405,1440000,91,28,24,3,10,42,17,4,12.742939761847389,0.1516165613773879
103,103,1926,3283,3528,4278,363612,10384,500,1280000,57,26,10,7,10,42,16,3,0.284071653069021,0.0081124936621143
104,104,586,8357,3898,2665,442541,4881,131,194000,84,27,25,2,10,42,14,1,2.281127416868985,0.0251596641254426
105,105,4435,6951,1760,3162,2166482,29586,8,2390000,42,21,17,9,10,42,15,2,0.9064774449885168,0.0123790743183789
106,106,6857,645,6407,405,2019360,20966,960,236000,91,39,10,7,10,41,7,1,8.556573912822403,0.0888386066160736
107,107,7855,2284,5380,5254,410329,14435,335,1030000,81,41,20,0,10,42,17,4,0.3983772831288513,0.0140145495004373
108,108,6380,3525,5530,448,983714,5192,62,116000,86,44,28,4,10,41,8,2,8.480219998103465,0.044758234842803
109,109,8073,4359,1930,5378,63090,590,183,29300,47,24,25,2,10,42,17,4,2.153168833828197,0.0201358315415856
110,110,1341,4031,1124,5513,209771,6024,532,307000,77,38,23,10,10,42,17,4,0.6832909339057528,0.0196220859215442
111,111,4657,2818,4712,8000,20687,1980,171,1570000,71,34,25,2,10,42,19,6,0.0131764247283918,0.0012611456935377
112,112,1939,7502,7081,1838,145877,1696,139,193000,61,45,28,4,10,42,13,0,0.7558354619924249,0.0087875192356516
113,113,5068,3321,4469,2638,702093,36583,1891,3320000,12,5,25,2,10,42,14,1,0.2114737314838158,0.0110189725846468
114,114,7369,4444,3489,1047,4684050,22216,733,586000,31,2,10,7,10,41,11,5,7.993245745314428,0.0379111981037575
115,115,6918,885,789,3489,340636,16715,856,1050000,67,47,10,7,10,42,15,2,0.3244149291286389,0.0159190324580643
116,116,3038,7617,6926,5563,2153503,61718,190,38200,46,23,1,8,10,42,17,4,56.37294835213738,1.6156121567498234
117,117,872,3466,1026,6489,4988396,71340,130,5290000,67,21,23,10,10,42,18,5,0.9429858330839636,0.0134858197569338
118,118,4295,5214,323,6557,191743,1668,47,174000,34,16,26,5,10,42,18,5,1.1019649312360271,0.0095861518037252
119,119,4281,6004,6445,716,461946,6932,443,505000,89,39,10,7,10,41,10,4,0.9147427430836772,0.0137267054916722
120,120,1104,5893,341,1358,326533,6011,92,69400,20,16,23,10,10,41,12,6,4.705018659673492,0.0866125848330715
121,121,3458,786,659,770,59679486,237082,17701,1910000,48,43,10,7,10,41,10,4,31.24578782943045,0.1241266365829127
122,122,534,410,5694,7640,1076317,40420,1584,1560000,12,5,2,6,10,42,19,6,0.6899463525984919,0.0259102398011283
123,123,1872,1276,5067,944,36559,516,61,34200,81,41,20,0,10,41,11,5,1.0689453524750738,0.0150872781497617
124,124,6787,3295,3590,3864,86958,1346,19,561,67,14,10,7,10,42,16,3,154.72953736654804,2.395017793594306
125,125,3680,7964,7373,2985,2229556,20131,156,217000,48,25,26,5,10,42,15,2,10.274404265418132,0.0927691577458168
126,126,1004,1147,2757,1784,144567,2083,39,74000,30,14,28,4,10,42,13,0,1.9535817083552924,0.028148268266645
127,127,3504,726,596,999,1597845,34372,913,9970,85,43,10,7,10,41,11,5,160.2492227459633,3.4471968709256844
128,128,6757,6067,6559,5997,468403,9205,216,5750000,31,46,25,2,10,42,18,5,0.0814613771371518,0.0016008692868053
129,129,3581,3988,593,7935,138971,6649,122,1150000,28,0,20,0,10,42,19,6,0.1208442427441367,0.0057817341028399
130,130,2150,1780,3903,8033,87892,0,6,46400,42,21,20,0,10,43,20,0,1.894183315014763,0.0
131,131,2259,7107,3769,3167,468917,6451,788,6770000,85,43,25,2,10,42,15,2,0.0692639484100519,0.0009528802137547
132,132,7208,2303,4446,4449,5838989,147797,679,492000,91,24,26,5,10,42,16,3,11.867839699512803,0.3003997959353741
133,133,5432,3645,5273,7555,44554,2554,104,1970000,30,4,20,0,10,42,19,6,0.0226162321745014,0.0012964460424131
134,134,2036,2153,6342,5877,1571499,21188,74,71800,86,44,26,5,10,42,18,5,21.88686787092102,0.2950933831005139
135,135,4560,3912,2115,2892,1639502,12001,74,317000,3,12,28,4,10,42,15,2,5.171914284182069,0.0378579247384077
136,136,8385,6818,6788,3301,3024279,28208,153,1280000,80,12,2,6,10,42,15,2,2.362716122878029,0.0220374827832165
137,137,1938,1537,785,5216,2853756,70051,3111,1640000,82,3,1,8,10,42,17,4,1.7400940609182556,0.0427139983451229
138,138,2643,5696,1461,2403,1641892,22297,62,536000,44,22,26,5,10,42,14,1,3.063225628310395,0.0415988029873078
139,139,1561,4426,2112,247,5934098,0,137,28500,42,29,28,4,10,40,3,4,208.20665941545911,0.0
140,140,1542,6184,3709,6964,1050631,33865,2916,2810000,13,38,25,2,10,42,19,6,0.3738899025302838,0.0120515971346629
141,141,7244,4742,551,1051,73156104,2457094,16814,37900,22,2,24,3,10,41,11,5,1930.1892826046808,64.82926571858262
142,142,1376,6271,2684,1064,8324495,98637,2299,2680000,32,39,26,5,10,41,11,5,3.106153691733697,0.0368048370131205
143,143,6309,7248,2353,4015,557936,4727,752,25500,93,48,25,2,10,42,16,3,21.87898513783773,0.1853652797929492
144,144,2743,4688,1541,2792,5990693,118205,1215,262000,91,6,1,8,10,42,15,2,22.86515318643822,0.4511624001435109
145,145,4752,4240,703,7451,26767,1338,54,516000,44,22,20,0,10,42,19,6,0.0518739304768789,0.0025930182305848
146,146,7673,2974,3599,4858,1376141,35796,669,33000,67,14,24,3,10,42,17,4,41.69997878852156,1.084694403199903
147,147,6603,4907,5078,6121,1227614,19048,77,31000,67,4,1,8,10,42,18,5,39.59917422018645,0.6144317925228219
148,148,2692,6371,4822,4257,179049,1958,27,69100,41,20,1,8,10,42,16,3,2.591120244280112,0.0283353352339329
149,149,7839,7561,2772,379,13116308,466452,15509,8100000,46,45,10,7,10,41,7,1,1.619297084037397,0.0575866595572025
150,150,553,7565,1839,7971,27460,1174,89,58300,87,17,20,0,10,42,19,6,0.4710039278914598,0.0201368758683384
151,151,6983,1941,5099,330,38284831,457048,18470,305000000,42,3,10,7,10,41,6,0,0.1255240356540195,0.0014985180278737
152,152,1854,269,3949,5294,1049728,5530,0,102000,80,40,26,5,10,42,17,4,10.29135008480309,0.0542151547533847
153,153,1411,3490,3839,4918,4616053,23669,15,1180000,93,48,24,3,10,42,17,4,3.911906006859316,0.0200584575775783
154,154,5295,5957,6509,6447,3834245,61108,281,1730000,67,39,26,5,10,42,18,5,2.2163253084824808,0.0353225229349578
155,155,7937,3663,63,2590,1522105,13193,107,731000,44,22,26,5,10,42,14,1,2.082220133761787,0.018047854927695
156,156,1904,1555,5225,3905,451021,100817,2114,2280000,12,5,25,2,10,42,16,3,0.1978161413087099,0.0442179630622969
157,157,283,4068,4406,522,601837,12894,625,531000,67,12,10,7,10,41,9,3,1.1334008787177423,0.0242824401460637
158,158,2860,7688,7049,8098,79583,1461,125,558000,46,23,20,0,10,43,20,0,0.1426216082050032,0.0026182748776435
159,159,4643,698,5082,7112,168850,9566,446,282000,30,7,20,0,10,42,19,6,0.5987567419973688,0.0339218655252995
160,160,1319,3709,4933,17,38632132,433237,15735,68700000,42,32,10,7,9,38,18,3,0.562330879733175,0.0063062153376096
161,161,8351,2565,2046,3208,285141,6207,34,14600,91,18,24,3,10,42,15,2,19.52886788576125,0.4251078693240189
162,162,3152,6412,6723,1392,1930327,24080,70,1990000,27,12,23,10,10,41,12,6,0.970013080395437,0.0121004964319113
163,163,2529,761,833,6478,47328,4031,170,384000,67,36,20,0,10,42,18,5,0.1232496790372941,0.0104973684964362
164,164,2515,304,3431,4230,1576438,73482,2203,7570000,30,7,1,8,10,42,16,3,0.2082480570346027,0.0097070000387054
165,165,1922,6466,6758,6520,1604149,0,20,484000,80,40,23,10,10,42,18,5,3.314350590184731,0.0
166,166,6628,3224,2464,4294,6299802,134426,907,232000,60,33,26,5,10,42,16,3,27.154201921543443,0.5794199162934642
167,167,2638,6102,6437,7099,212718,6841,985,173000,67,10,25,2,10,42,19,6,1.2295767076490889,0.0395431240281848
168,168,3243,6295,6548,3746,4470560,103907,542,62100,67,39,26,5,10,42,16,3,71.9885348062028,1.673193668378931
169,169,241,999,3917,8032,89659,5468,15,670000,37,1,20,0,10,43,20,0,0.1338192032549205,0.0081611818489823
170,170,983,7849,6895,4171,2360981,36494,147,22100,46,23,23,10,10,42,16,3,106.82688566128228,1.6512375005655853
171,171,2831,3828,1432,2924,234414,2650,137,53800,77,38,2,6,10,42,15,2,4.357056560286983,0.0492555900447947
172,172,2727,3244,1190,4995,218231,2031,139,1050000,93,48,20,0,10,42,17,4,0.207838849677286,0.0019342838721105
173,173,1059,8209,6067,4955,1138968,0,185,34400,91,28,25,2,10,42,17,4,33.1085724252202,0.0
174,174,5995,6303,6465,2649,973865,5653,57,360000,67,46,23,10,10,42,14,1,2.7051730411859967,0.0157027341590717
175,175,6723,1385,4219,537,20923192,772627,939,27000,67,2,1,8,10,41,9,3,774.904336876412,28.61475500907374
176,176,715,3814,1613,769,575211,21447,1615,330000,67,29,10,7,10,41,10,4,1.743058354368623,0.0649907121493571
177,177,7944,8138,7187,164,2672062,47573,1611,19600,46,23,25,2,9,40,30,1,136.32273863578388,2.4270700474465587
178,178,4901,4813,4787,160,4149457,0,42,741000,91,32,28,4,9,40,30,1,5.599799460459567,0.0
179,179,6784,1271,895,3979,49013,3204,215,129000,36,17,10,7,10,42,16,3,0.3799427911411539,0.0248370167673118
180,180,2194,7,4370,5039,191796,9046,398,238000,18,9,25,2,10,42,17,4,0.8058621602430242,0.0380082436628417
181,181,7912,3871,4970,5023,446557,4054,96,41200,77,38,17,9,10,42,17,4,10.83849906555666,0.0983956700080095
182,182,4911,1244,1019,6997,1262568,0,164,324000,93,48,1,8,10,42,19,6,3.896802787645717,0.0
183,183,4602,7875,6976,6251,73503,1925,171,249000,46,23,25,2,10,42,18,5,0.2951915855759615,0.0077308926470174
184,184,5496,6481,6345,717,346633,10459,321,10300,80,12,25,2,10,41,10,4,33.650422289098145,1.0153383166682846
185,185,7920,2753,4654,4370,73784,556,6,89200,81,41,1,8,10,42,16,3,0.8271656147352608,0.0062331139785428
186,186,5558,6680,6679,4837,2926918,18273,40,2450000,27,12,1,8,10,42,17,4,1.1946599205469712,0.0074583643027084
187,187,1015,8260,2167,7875,278856,1302,0,258000,91,43,20,0,10,42,19,6,1.0808330200270542,0.0050464920678602
188,188,1541,5610,2583,6132,2999146,17115,14,91800,67,3,26,5,10,42,18,5,32.670079846624766,0.1864358776048191
189,189,5365,177,6078,6316,656693,16525,28,77200,91,0,24,3,10,42,18,5,8.506275825442676,0.2140516314555511
190,190,483,5883,5152,5230,34522,1290,108,235000,34,16,22,1,10,42,17,4,0.1469015025467976,0.005489338343241
191,191,3879,1333,287,849,6384715,151712,490,1020000,72,49,1,8,10,41,10,4,6.259518373021203,0.1487371090812656
192,192,4513,5950,6573,6483,246191,4287,167,1390000,89,46,17,9,10,42,18,5,0.1771156999167626,0.0030841704430428
193,193,6205,1150,2173,4507,4274859,121501,463,535000,12,5,26,5,10,42,16,3,7.9903757189238895,0.227104248403274
194,194,8229,1924,4114,6564,110482,3090,95,1460000,67,36,20,0,10,42,18,5,0.0756725509092117,0.00211643690655
195,195,1135,7041,1288,140,9065723,101146,251,136000,85,2,28,4,9,40,29,0,66.65923779972206,0.7437151197417666
196,196,7146,3044,3206,2871,98497,691,304,100000,96,49,25,2,10,42,15,2,0.984960150398496,0.0069099309006909
197,197,2787,7890,7474,4866,2630748,49516,191,440000,48,25,1,8,10,42,17,4,5.978959138729231,0.1125361078724821
198,198,2067,134,6071,1526,3425418,22575,103,10300,91,12,1,8,10,42,13,0,332.5325696534317,2.1915348024463643
199,199,5545,2895,3475,1956,1253663,10006,663,3380000,31,29,25,2,10,42,13,0,0.3709061032822179,0.0029603541537413
200,200,1101,745,2212,5170,1538874,44868,1916,78800000,48,25,10,7,10,42,17,4,0.0195288576201921,0.0005693908557183
201,201,4945,6028,4707,7544,46835,2525,431,273000,28,39,20,0,10,42,19,6,0.1715561481459775,0.0092490503697788
202,202,2051,6701,3540,1067,564807,9868,102,222000,57,26,28,4,10,41,11,5,2.5441642154765067,0.044450250224098
203,203,5354,8402,430,5421,9388584,210500,444,8920000,42,21,26,5,10,42,17,4,1.0525317205681928,0.0235986520629313
204,204,1106,6107,4816,1756,2611782,40556,1700,214000,89,46,23,10,10,42,13,0,12.204531754524512,0.1895131331162003
205,205,7279,5455,4572,4360,58911,374,170,126000,96,49,25,2,10,42,16,3,0.4675439083816795,0.0029682304108697
206,206,4149,3045,6123,2159,11336157,160612,290,41500,91,5,1,8,10,42,14,1,273.1538276186116,3.870075419869401
207,207,4842,1995,2137,663,430449,21505,1271,388000,70,33,10,7,10,41,10,4,1.10940177989232,0.0554251148837245
208,208,4337,5948,2543,6694,1939345,83632,229,207000,67,39,1,8,10,42,18,5,9.368771165356687,0.4040173718967541
209,209,8136,4295,4742,7152,139996,14104,1132,60900,91,21,20,0,10,42,19,6,2.29874714700908,0.2315889722664652
210,210,3579,7860,2823,5679,3899213,66483,156,16200,46,23,1,8,10,42,17,4,240.67730387013148,4.103635578050738
211,211,407,4067,3108,6878,1340501,25299,144,656000,67,27,1,8,10,42,19,6,2.0434435313360804,0.0385654899916311
212,212,6008,5434,4064,4160,278229,2225,0,54600,91,42,20,0,10,42,16,3,5.095675903371733,0.0407501694108166
213,213,6709,5384,962,7736,757318,78759,773,1870000,91,2,28,4,10,42,19,6,0.4049826711322614,0.0421170897769573
214,214,28,0,6005,7713,20045,3267,169,468000,80,40,20,0,10,42,19,6,0.0428311050617413,0.0069807543146275
215,215,6707,3450,832,5568,190248,4389,10,1100000,30,14,2,6,10,42,17,4,0.1729525700431181,0.0039899963727305
216,216,7509,1872,2260,8035,169027,1045,37,2700000,42,21,20,0,10,43,20,0,0.0626025694064557,0.00038703689369
217,217,1585,3654,5730,3491,4171647,54161,476,111000000,67,21,17,9,10,42,15,2,0.0375824050668251,0.0004879369325411
218,218,4660,8291,6427,7180,99723,2713,541,228000,67,39,20,0,10,42,19,6,0.4373796606155236,0.0118990706181113
219,219,5540,1733,1393,4320,420737,6786,20,152000,91,18,26,5,10,42,16,3,2.7679883684975755,0.0446444431286636
220,220,7520,2604,5266,6210,288276,4128,349,149000,67,29,20,0,10,42,18,5,1.9347252703001996,0.0277045120502546
221,221,1451,4181,2987,1528,449527,13730,1121,10000000,67,38,25,2,10,42,13,0,0.0449526955047304,0.0013729998627
222,222,6468,680,552,599,1064408,39492,1436,8130000,30,4,10,7,10,41,9,3,0.1309234771311836,0.0048575639781594
223,223,1698,68,380,4615,702549,12064,454,136000,42,21,10,7,10,42,17,4,5.165763487033184,0.0887052301086021
224,224,7884,71,4959,1069,34705587,580270,1716,309000,91,12,17,9,10,41,11,5,112.31545205355324,1.87789036281436
225,225,4522,4324,1529,3199,1901539,38931,44,16600,86,44,1,8,10,42,15,2,114.54364194928016,2.345099692789591
226,226,7666,7917,7442,2864,2375292,50422,324,1160000,48,25,26,5,10,42,15,2,2.047663752014007,0.0434672039075828
227,227,5525,4259,5269,6587,245249,4212,282,690000,67,29,20,0,10,42,18,5,0.3554328182133069,0.0061043389792188
228,228,4750,7280,3709,7809,1159123,11591,911,2810000,13,36,25,2,10,42,19,6,0.4124991414593802,0.0041249095640891
