,Unnamed: 0.1,Video ID,Video Title,Channel,Published Date,Views,Likes,Comments,Subscribers,Country,Region,CategoryID,CategoryName,pub_month,pub_week,pub_day,pub_weekday,views_per_sub,likes_per_sub
963,963,4228,5363,3462,414,146262,2479,215,12600,96,49,10,7,10,41,7,1,11.60717403380684,0.1967304182207761
964,964,6386,376,2087,2862,384834,7572,53,660000,77,38,26,5,10,42,15,2,0.5830809347258564,0.0114727098898335
965,965,2865,4146,1910,2688,6723665,37621,115,61000,67,29,17,9,10,42,14,1,110.22220947197587,0.6167275946295963
966,966,3642,5930,162,3887,94402,421,15,185000,34,16,17,9,10,42,16,3,0.5102783228198766,0.0022756633747925
967,967,7876,3296,1103,4212,701841,22749,205,304000,22,11,1,8,10,42,16,3,2.308679905658205,0.0748319906842411
968,968,4244,3944,4794,4024,735580,12967,15,11800,91,36,24,3,10,42,16,3,62.33200576222354,1.0988051860011865
969,969,4596,5403,5122,216,5650371,20802,1315,47400,86,1,10,7,10,40,2,3,119.2036243961098,0.4388515010231851
970,970,4705,2367,5004,1503,1183162,11913,1028,481000,91,49,20,0,10,42,13,0,2.459791143885356,0.0247671002762988
971,971,5702,2097,494,1269,2108185,52702,132,2340000,42,21,2,6,10,41,12,6,0.9009333756694976,0.022522212597345
972,972,1680,8273,2952,2025,38492,764,0,223000,2,0,25,2,10,42,14,1,0.1726090914390518,0.0034259936054098
973,973,7592,4492,3220,2689,6323123,212441,1263,129000,60,33,1,8,10,42,14,1,49.01607739474888,1.646816691343478
974,974,818,5897,4921,2280,47725,2259,93,30300,34,16,20,0,10,42,14,1,1.575030527045312,0.0745519949836639
975,975,5880,457,347,792,168242,6131,520,1030000,57,26,10,7,10,41,10,4,0.1633415889887485,0.0059524214054161
976,976,5827,1893,4544,7458,169114,1865,1,1190000,7,3,2,6,10,42,19,6,0.1421124856197599,0.00156722557376
977,977,3795,6577,6680,7323,248800,13956,2795,901000,67,12,20,0,10,42,19,6,0.2761373183825545,0.0154894389684362
978,978,1435,7503,7249,2324,759681,12274,128,106000,87,45,23,10,10,42,14,1,7.166734276091735,0.1157913604588636
979,979,7313,1841,1125,3605,889779,23160,135,38000,91,22,23,10,10,42,16,3,23.414620667877163,0.6094576458514249
980,980,6401,2394,5378,2296,124206,2595,113,601000,38,18,20,0,10,42,14,1,0.2066652135354184,0.0043177964762121
981,981,6310,5098,5882,7190,610079,14705,1724,1770000,22,7,1,8,10,42,19,6,0.3446772063970585,0.0083079049107881
982,982,680,3799,5274,7442,96356,4294,171,235000,91,42,20,0,10,42,19,6,0.4100237871328207,0.0182722626712226
983,983,2526,3319,2421,1877,212277,911,100,5460000,60,27,25,2,10,42,13,0,0.0388785643079552,0.0001668497862912
984,984,8492,1612,2693,5640,7603350,0,341,859000,67,33,26,5,10,42,17,4,8.851386668932864,0.0
985,985,2272,6404,15,1934,347837,6603,72,123000,67,12,25,2,10,42,13,0,2.8279200982105834,0.053682490386257
986,986,4324,436,1988,5916,345699,3774,1591,952000,39,19,25,2,10,42,18,5,0.3631288202428359,0.0039642815501244
987,987,4184,5943,1735,7832,420584,4415,273,1610000,89,39,25,2,10,42,19,6,0.2612321358806609,0.0027422343215935
988,988,5784,71,5503,1750,9228372,135125,186,406000,39,28,17,9,10,42,13,0,22.729924310531256,0.3328193772921741
989,989,6917,1165,4950,6696,3361598,20997,2225,1800000,60,13,20,0,10,42,18,5,1.867553406914774,0.011664993519448
990,990,7110,4309,6230,6659,2203477,7448,22,28000,91,9,1,8,10,42,18,5,78.69279668583265,0.2659905003392736
991,991,5834,7845,3728,8160,101260,3662,148,819000,87,42,25,2,10,43,20,0,0.1236384326759063,0.0044713010118424
992,992,27,6114,1225,6681,1403666,19415,393,26300,89,46,24,3,10,42,18,5,53.36930154746968,0.7381848598912589
993,993,7959,5673,6296,7317,527778,38052,4916,1240000,46,23,10,7,10,42,19,6,0.4256270761071967,0.0306870720265548
994,994,6262,5127,3915,799,40823,3700,212,83300,96,49,22,1,10,41,10,4,0.4900661456645178,0.044417233886748
995,995,7663,1362,3807,4017,1990024,41182,353,85400,42,40,25,2,10,42,16,3,23.3021159002822,0.4822191777613845
996,996,6996,7783,7210,306,2569573,21922,178,25400,87,17,2,6,10,40,5,6,101.16030864926576,0.8630368883114838
997,997,8328,4495,3185,2687,3273346,38556,60,77600,42,3,2,6,10,42,14,1,42.18175023517738,0.4968492674063479
998,998,3092,2216,632,5200,5849689,0,8,210000,67,35,1,8,10,42,17,4,27.85552925938448,0.0
999,999,2286,6839,357,2050,15042997,91815,20,7670000,42,21,1,8,10,42,14,1,1.961277058503643,0.0119706633675797
1000,1000,5372,7540,6456,1462,7670185,86280,383,1900000,90,23,23,10,10,41,12,6,4.036937348980342,0.045410502415525
1001,1001,1578,8127,6512,4782,512592,2974,46,24400,89,46,25,2,10,42,17,4,21.007007909511906,0.121880250809393
1002,1002,8412,6999,4062,5918,251397,3581,559,408000,85,43,25,2,10,42,18,5,0.6161676074323347,0.0087769392722076
1003,1003,7970,7021,807,8188,81361,2986,852,7830000,85,43,25,2,10,43,20,0,0.0103909309845554,0.0003813537188564
1004,1004,4538,2395,1102,1580,2293201,31196,395,26000,22,11,1,8,10,42,13,0,88.19664628283527,1.199800007692012
1005,1005,2829,4448,1165,5176,25981042,134529,132,31600000,48,28,23,10,10,42,17,4,0.8221848473992137,0.00425724670072
1006,1006,4136,2361,5905,1572,606598,3401,25,49900,73,36,1,8,10,42,13,0,12.156028937295844,0.0681549467946534
1007,1007,7381,2588,2506,654,1071817,22541,456,791000,91,8,10,7,10,41,10,4,1.3550134576315327,0.0284968034174419
1008,1008,6931,3316,4329,4894,353799,39940,2783,1630000,7,3,20,0,10,42,17,4,0.2170544680647435,0.024503052452115
1009,1009,8249,2101,1828,7191,10514410,178792,358,37400000,42,21,1,8,10,42,19,6,0.2811339497023008,0.0047805346315365
1010,1010,4166,482,563,2551,1061227,0,159,96900,44,22,2,6,10,42,14,1,10.95166200555206,0.0
1011,1011,3943,8103,7566,3537,1398869,14282,108,12900,48,25,26,5,10,42,16,3,108.43105185644524,1.1070459654290363
1012,1012,6676,4811,2292,5228,2369714,19027,55,20800,91,12,24,3,10,42,17,4,113.923080621124,0.9147156386712176
1013,1013,6716,3433,2020,1670,71882,707,254,46000,2,0,25,2,10,42,13,0,1.562618203952088,0.0153692311036716
1014,1014,7651,6230,5697,708,1005622,9888,199,293000,67,46,2,6,10,41,10,4,3.432145282780605,0.0337473250944536
1015,1015,7503,7365,6200,3304,62160,541,74,278000,46,23,28,4,10,42,15,2,0.2235963179988561,0.0019460361653375
1016,1016,6294,7199,1503,6770,96403,1208,290,1410000,31,29,25,2,10,42,18,5,0.0683708734958344,0.0008567369810376
1017,1017,1491,7205,5946,6283,2863041,98141,516,637000,67,41,1,8,10,42,18,5,4.49456280288414,0.1540672620608131
1018,1018,2659,2170,6229,4083,185475,6754,662,257000,73,36,20,0,10,42,16,3,0.7216897988723779,0.0262800533850062
1019,1019,1286,3352,5499,4752,2945215,26434,190,605000,93,48,24,3,10,42,17,4,4.8681159204695525,0.0436924897644797
1020,1020,7280,8158,4090,5595,1192375,77621,262,53900,30,4,17,9,10,42,17,4,22.12157473887312,1.4400660470121147
1021,1021,8375,7804,6993,4947,442216,13096,505,1580000,67,23,28,4,10,42,17,4,0.2798833671624258,0.0082886023489858
1022,1022,238,2820,5653,2572,58552,2158,155,1020000,31,15,22,1,10,42,14,1,0.0574038652903281,0.0021156842003096
1023,1023,132,4863,3687,1276,5735330,33061,131,1420000,67,48,24,3,10,41,12,6,4.038961944392997,0.0232823779701563
1024,1024,5544,1645,6307,3465,7455657,303942,766,80200,67,2,1,8,10,42,15,2,92.96214511041008,3.789753244972008
1025,1025,4118,4004,2196,2163,1323673,21360,64,129000,44,22,17,9,10,42,14,1,10.260951465492516,0.1655801117820792
1026,1026,2497,6103,4384,4665,101434,7920,0,210000,41,20,25,2,10,42,17,4,0.4830167475392974,0.0377141061233041
1027,1027,1780,7379,7124,6205,31027,422,151,39900,87,45,25,2,10,42,18,5,0.777599558908298,0.0105761760356883
1028,1028,7238,2808,4747,1014,444238,10060,32,366000,30,4,28,4,10,41,11,5,1.2137617110335763,0.027486263698733
1029,1029,6564,6636,6103,5612,517172,10250,45,108000,67,26,26,5,10,42,17,4,4.788585290876936,0.0949065286432533
1030,1030,1427,5550,3260,65,5181728,222673,13100,47800000,42,21,28,4,9,39,24,2,0.1084043491965617,0.0046584308648863
1031,1031,3880,3656,1280,1499,3861776,150134,2279,1770000,91,2,28,4,10,42,13,0,2.181793117631007,0.0848214210048469
1032,1032,6308,3089,6228,1531,357962,1689,4,59300,39,19,28,4,10,42,13,0,6.036356891114821,0.0284818131228815
1033,1033,2016,5506,880,1255,2591387,9354,36,857000,93,48,2,6,10,41,12,6,3.0237852697954843,0.0109148064004592
1034,1034,2023,5180,2659,4539,695348,14101,407,1440000,91,18,20,0,10,42,16,3,0.4828802202220693,0.009792354310865
1035,1035,1019,888,3550,3602,1543857,19600,47,140000,93,48,1,8,10,42,16,3,11.02747123234834,0.1399990000071428
1036,1036,5240,7966,7501,5227,1963201,23669,259,180000,48,25,1,8,10,42,17,4,10.906611629935387,0.1314937139238115
1037,1037,702,830,2544,5899,375860,28832,706,4580000,42,21,2,6,10,42,18,5,0.0820654842651781,0.0062951951320534
1038,1038,4384,94,3134,958,11613266,233156,686,97400,67,18,1,8,10,41,11,5,119.23148632970914,2.3937741912300696
1039,1039,8119,6930,1617,2124,9099559,0,7,1620000,42,3,23,10,10,42,14,1,5.617008261106012,0.0
1040,1040,5337,4818,4796,2853,3112802,0,9,169000,7,3,2,6,10,42,15,2,18.41883775835646,0.0
1041,1041,7419,8246,1386,7889,597081,8423,22,9970000,28,8,20,0,10,42,19,6,0.0598877572830734,0.0008448344187728
1042,1042,3404,4029,4338,450,433318,7784,345,6260,96,49,10,7,10,41,8,2,69.20907203322153,1.243251876697013
1043,1043,1188,161,6104,924,2434724,23851,34,27500,91,43,23,10,10,41,11,5,88.53219882913349,0.8672775535435076
1044,1044,5554,1083,5055,7063,869502,7528,188,11100000,42,21,25,2,10,42,19,6,0.0783335064564408,0.0006781981370992
1045,1045,1641,7057,4235,6795,82674,4594,214,9420000,85,43,20,0,10,42,18,5,0.0087764321893384,0.0004876857231756
1046,1046,1954,6714,6702,2568,4424712,23413,35,243000,67,12,24,3,10,42,14,1,18.20861642544681,0.0963493977391039
1047,1047,7857,2868,132,8045,121169,4495,167,2170000,44,22,17,9,10,43,20,0,0.0558382231160262,0.0020714276168536
1048,1048,168,4924,4291,6602,61009,5799,384,1320000,12,37,25,2,10,42,18,5,0.0462189043796178,0.0043931784900162
1049,1049,8123,1499,4177,5603,28288,390,204,522000,70,33,25,2,10,42,17,4,0.054191467066155,0.0007471250055076
1050,1050,187,3338,1084,3292,321557,29210,653,1420000,60,27,25,2,10,42,15,2,0.2264484320785689,0.0205704080490084
1051,1051,4290,3083,3244,8155,47223,955,190,3390000,39,19,20,0,10,43,20,0,0.0139300843864057,0.0002817108313537
1052,1052,6272,6684,6256,7710,652348,11413,23,697000,67,12,17,9,10,42,19,6,0.9359355295042618,0.0163744384871757
1053,1053,6849,6896,5867,3688,6658091,85106,152,390000,42,3,1,8,10,42,16,3,17.071984430809152,0.218219953282171
1054,1054,7847,540,4404,2082,13243412,155885,720,410000,39,28,1,8,10,42,14,1,32.30092609530221,0.3802063897405128
1055,1055,3218,4515,35,893,17324072,339175,200,355000,67,3,26,5,10,41,11,5,48.80006535192859,0.9554198438877636
1056,1056,1741,4261,1306,6306,669138,32234,1132,2370000,2,0,20,0,10,42,18,5,0.2823365897313967,0.0136008381431062
1057,1057,3385,8352,5467,6424,281541,16828,6026,1210000,31,15,25,2,10,42,18,5,0.2326783201005619,0.0139074265227879
1058,1058,6565,3021,6369,4208,44257,3114,341,75500,73,36,28,4,10,42,16,3,0.5861776665209733,0.041244486827989
1059,1059,3686,3570,393,3251,4133765,139762,626,3110000,67,5,1,8,10,42,15,2,1.3291844600693057,0.0449395353892169
1060,1060,1523,6706,6657,1010,2181352,89304,3592,9910000,76,12,25,2,10,41,11,5,0.2201162240044173,0.0090115026224518
1061,1061,8266,4616,536,7144,146677,3678,410,2480000,42,21,2,6,10,42,19,6,0.0591439277645452,0.0014830639181193
1062,1062,281,76,3402,1346,3075049,53596,382,12800,12,5,2,6,10,41,12,6,240.21943598156395,4.18686040153113
1063,1063,2648,4793,4691,1437,3131054,0,20,116000,91,29,2,6,10,41,12,6,26.991612141274643,0.0
1064,1064,2245,3782,5437,1896,1292337,12957,69,57000,21,10,23,10,10,42,13,0,22.672181189803688,0.2273118015473412
1065,1065,2928,5334,5806,780,5789151,34302,1511,5940000,12,5,10,7,10,41,10,4,0.9746043813797338,0.0057747465025679
1066,1066,7267,4794,3655,5107,10151753,290850,502,395000,91,2,26,5,10,42,17,4,25.70057544158116,0.7363272498044309
1067,1067,7076,2312,5947,3014,1440267,28995,79,10100,22,1,24,3,10,42,15,2,142.58657558657558,2.8705078705078706
1068,1068,3980,6637,2384,1007,1903135,21697,109,24100,80,40,17,9,10,41,11,5,78.96498070619477,0.9002531015310568
1069,1069,606,2962,1547,1467,125420,10047,400,803000,28,13,25,2,10,41,12,6,0.1561890956549244,0.0125118150537795
1070,1070,5474,1099,1191,498,18548228,51595,64,294000,93,34,2,6,10,41,9,3,63.08899629593097,0.1754926003653048
1071,1071,3382,7608,7148,1631,843621,10134,38,16100,87,45,17,9,10,42,13,0,52.395565492826535,0.6294019005030743
1072,1072,6790,7754,7322,2991,53018,504,0,191,67,45,10,7,10,42,15,2,276.1354166666667,2.625
1073,1073,6297,7233,1020,4433,810693,14188,269,28300,67,40,26,5,10,42,16,3,28.6453835553514,0.5013250415179675
1074,1074,7677,2320,3418,7657,20345,1484,87,264000,67,14,20,0,10,42,19,6,0.0770641020299165,0.0056211908288226
1075,1075,4079,7823,7023,4921,1406158,12213,77,12700,87,45,26,5,10,42,17,4,110.71238485158648,0.9615778285174396
1076,1076,6029,5642,402,915,2597558,30416,1754,9580000,39,19,28,4,10,41,11,5,0.2711438130330049,0.003174947476519
1077,1077,6130,8072,7468,5776,1716588,20868,2844,16200,48,25,17,9,10,42,18,5,105.95568174804023,1.2880686377384112
1078,1078,5391,4553,3704,6798,157331,19090,2421,468000,31,2,25,2,10,42,18,5,0.3361766321012134,0.0407905111313864
1079,1079,4845,3203,2816,2409,1280927,32037,376,38600,28,0,17,9,10,42,14,1,33.18377762234139,0.8299525919017642
1080,1080,7439,2639,2449,130,282823,7194,459,1100000,61,28,10,7,9,39,28,6,0.2571115844440141,0.0065399940545508
1081,1081,7292,695,570,897,1163376,65573,2437,10300000,48,43,10,7,10,41,11,5,0.1129491152476587,0.0063663100615232
1082,1082,3698,7766,1523,333,3609999,32035,162,10800,67,17,17,9,10,41,6,0,334.2282196092954,2.9659290806406813
1083,1083,8327,2334,5236,5649,1613272,63411,676,67100,12,5,28,4,10,42,17,4,24.04244348072309,0.9450082711136942
1084,1084,1404,4349,4510,1106,19082219,790964,24415,416000,91,2,2,6,10,41,11,5,45.87060848411422,1.9013511986750031
1085,1085,3967,3534,4375,470,906038,4042,25,29500,14,10,23,10,10,41,8,2,30.712111453849023,0.1370123046676384
1086,1086,508,4080,4558,7506,4715650,44368,404,45700,91,47,24,3,10,42,19,6,103.184831841754,0.9708321480930396
1087,1087,6215,5093,5637,4501,4672295,45167,2565,330000,86,11,1,8,10,42,16,3,14.158426792646084,0.1368692822142963
1088,1088,3233,4830,6886,2226,4046881,24758,28,183000,93,48,23,10,10,42,14,1,22.113982983699543,0.1352888782028513
1089,1089,4948,5723,5854,2621,9438786,52105,42,15500000,28,0,26,5,10,42,14,1,0.6089538961965228,0.0033616126863475
1090,1090,4433,2138,1106,2343,12634181,322897,3828,62600,91,31,23,10,10,42,14,1,201.82075366208207,5.158016645101516
1091,1091,7576,7896,5954,8194,890787,78394,674,2810000,48,25,25,2,10,43,20,0,0.3170059370085633,0.0278982107123805
1092,1092,5935,3,670,112,1589714,16844,1315,1810000,42,3,10,7,9,39,27,5,0.8782945423787059,0.0093060722065899
1093,1093,6971,8029,7382,2694,981583,29156,306,988000,67,25,28,4,10,42,15,2,0.9935040551578388,0.0295100915889761
1094,1094,815,4940,4780,5468,397202,14036,25,218000,67,13,23,10,10,42,17,4,1.8220191650497013,0.0643850257567625
1095,1095,2725,6370,2240,4104,201853,3555,47,35600,67,20,24,3,10,42,16,3,5.66986882390944,0.0998567455970338
1096,1096,7468,4247,3722,1611,1386498,16056,216,13100,67,45,10,7,10,42,13,0,105.83146324708038,1.2255553011220517
1097,1097,7820,3703,5891,6729,1311079,45247,1688,1610000,91,2,28,4,10,42,18,5,0.8143342768110082,0.0281037092523545
1098,1098,1260,7833,7318,2200,846228,6576,52,55100,36,45,17,9,10,42,14,1,15.35776120215604,0.1193444765067784
1099,1099,56,3732,6012,2899,3379907,48724,92,31000,67,5,1,8,10,42,15,2,109.02574110512565,1.5716912357665882
1100,1100,1996,7831,7223,5836,52514,2589,353,35600,67,17,20,0,10,42,18,5,1.4750709249740177,0.0727226763293165
1101,1101,4975,5380,4025,835,12111944,258794,5059,13800,67,27,23,10,10,41,10,4,877.6135062676618,18.75182957756684
1102,1102,961,7693,7324,2995,18434,261,107,209000,87,45,28,4,10,42,15,2,0.0882005349256702,0.0012487978526418
1103,1103,3322,7448,6979,3136,2136488,36076,184,62600,67,23,17,9,10,42,15,2,34.12865609175572,0.5762847238861999
1104,1104,4582,5794,2561,7576,18538,908,26,16000,38,18,20,0,10,42,19,6,1.158552590463096,0.0567464533466658
1105,1105,7599,2720,3094,5044,1251457,10947,16,98100,67,48,2,6,10,42,17,4,12.75682205074362,0.1115890765639494
1106,1106,3191,6800,219,3892,730288,69678,2311,5710000,27,12,20,0,10,42,16,3,0.1278962998430298,0.0122027999644833
1107,1107,4058,867,3722,1612,3033356,39607,577,13100,67,25,10,7,10,42,13,0,231.53621860926648,3.0232043355469047
1108,1108,2017,5816,5419,3755,253093,1226,53,863000,93,48,25,2,10,42,16,3,0.2932708073339428,0.0014206240780717
1109,1109,3565,293,7062,5188,71401,788,13,533000,61,28,25,2,10,42,17,4,0.1339603490424971,0.0014784212412359
1110,1110,6810,5776,1650,4420,1126416,8578,83,926000,86,44,2,6,10,42,16,3,1.216430651802752,0.0092634889163186
1111,1111,917,3923,4366,1908,103512,462,15,1130000,30,14,25,2,10,42,13,0,0.0916034587580011,0.0004088491957086
1112,1112,3904,2851,3284,1938,444630,10648,385,42800,44,22,2,6,10,42,13,0,10.388308684376533,0.2487792341300436
1113,1113,523,5159,2476,6717,417803,12674,1665,11900000,91,34,20,0,10,42,18,5,0.0351094928479417,0.0010650419273074
1114,1114,4459,7184,7423,4822,2511148,39582,154,15700,48,25,1,8,10,42,17,4,159.9355455066556,2.52098592446341
1115,1115,4453,3721,4176,6900,36823,556,57,42800,70,33,25,2,10,42,19,6,0.8603303661129413,0.0129903506927408
1116,1116,2134,6965,3300,5007,950834,16015,157,2730000,42,21,25,2,10,42,17,4,0.348290714911826,0.0058662982174731
1117,1117,3811,7222,6871,1575,6219118,63557,793,664000,67,43,24,3,10,42,13,0,9.366127460651414,0.095718229340016
1118,1118,673,5757,4310,1736,78083,2344,269,146000,70,33,25,2,10,42,13,0,0.5348114054013329,0.016054684556955
1119,1119,7424,6607,147,1431,2217711,97024,2832,8460000,67,12,25,2,10,41,12,6,0.2621407491559398,0.0114685565640004
1120,1120,738,2476,3048,4097,35448031,904061,2451,22100,67,2,1,8,10,42,16,3,1603.9107280213566,40.90588661146555
1121,1121,4349,4535,1062,5818,911779,0,40,164000,93,48,1,8,10,42,18,5,5.559594148816165,0.0
1122,1122,4587,2800,2913,121,676686,7624,85,79000,38,18,10,7,9,39,27,5,8.565537145099428,0.0965051075302844
1123,1123,5411,570,3725,959,126526,1599,22,924000,64,30,25,2,10,41,11,5,0.1369327522372811,0.0017305176076649
1124,1124,2107,5637,1461,4136,1740565,27492,139,536000,44,22,24,3,10,42,16,3,3.2473167027673457,0.0512909490840502
1125,1125,1252,1188,484,4457,1376568,16379,84,203000,2,0,17,9,10,42,16,3,6.781089748326363,0.0806843316042778
1126,1126,3925,8310,2641,6884,41834,332,49,14700,18,8,20,0,10,42,19,6,2.8456567580436705,0.0225834977212434
1127,1127,688,6912,3750,6234,1410782,13704,1762,3480000,7,3,25,2,10,42,18,5,0.4053970099433879,0.0039379299028937
1128,1128,4191,6197,6521,3343,1412759,20400,2306,666000,67,39,2,6,10,42,15,2,2.121256574689828,0.0306305846387618
1129,1129,5700,3175,2939,5253,178235,8861,490,1350000,22,7,20,0,10,42,17,4,0.1320258281290162,0.0065636988417045
1130,1130,1597,8325,4557,6700,480814,3332,17,76700,91,46,17,9,10,42,18,5,6.268679678231053,0.0434414153661621
1131,1131,5850,1452,1266,725,45288245,258235,1117,10400,67,39,23,10,10,41,10,4,4354.220267281992,24.82790116334968
1132,1132,3777,7094,6845,1190,2081534,30240,200,13000,67,43,23,10,10,41,12,6,160.10568417814014,2.325974925005769
1133,1133,5201,5084,5621,2680,92489,1886,129,122000,67,0,10,7,10,42,14,1,0.7581003434398079,0.0154588896812321
1134,1134,3360,2931,3030,6194,409665,5490,26,389000,93,48,20,0,10,42,18,5,1.0531206860650744,0.0141130742594492
1135,1135,3687,8048,7538,6939,118854,640,78,633000,48,25,20,0,10,42,19,6,0.187762736551759,0.0010110568545705
1136,1136,633,7394,6952,1547,183331,7710,685,116000,46,23,25,2,10,42,13,0,1.5804260308100793,0.0664649442677218
1137,1137,4984,4377,2857,4157,16499773,0,76,28100000,91,24,26,5,10,42,16,3,0.5871805129117256,0.0
1138,1138,2377,4853,2060,6752,206261,8096,2503,164000,2,13,20,0,10,42,18,5,1.2576813556014903,0.0493655526490692
1139,1139,2541,2212,2924,358,15221830,552811,1813,253000,67,47,2,6,10,41,6,0,60.16509816166735,2.185015078991783
1140,1140,5651,6529,792,5219,330998,6082,12,195000,91,26,23,10,10,42,17,4,1.6974169363234035,0.0311895836431608
1141,1141,875,7711,27,4932,237791,1867,84,114000,87,45,17,9,10,42,17,4,2.085867667827475,0.0163770493241287
1142,1142,2950,3651,965,5706,1142400,32914,1698,9070000,91,2,20,0,10,42,17,4,0.1259536796081941,0.0036288860387115
1143,1143,210,7838,7061,5382,490190,5454,72,1160000,87,45,23,10,10,42,17,4,0.422577221916188,0.004701720084724
1144,1144,7566,5540,416,2754,7110340,32036,228,14700,67,48,24,3,10,42,15,2,483.6636963471873,2.179171484932998
1145,1145,5174,7930,6885,4859,2587691,38792,704,15200,67,25,26,5,10,42,17,4,170.23162949805933,2.55193737254128
1146,1146,5345,6417,545,183,5812769,31373,81,567000,57,12,28,4,10,40,1,2,10.251779097391363,0.0553314720785324
1147,1147,7157,2244,4574,7749,233241,12709,709,2160000,31,24,20,0,10,42,19,6,0.1079818944528266,0.0058837935723177
1148,1148,1794,5217,5882,5628,836032,23968,2406,1770000,22,11,25,2,10,42,17,4,0.4723341964213579,0.0135412352874376
1149,1149,8063,7226,7189,1995,2076832,29989,853,183000,93,45,26,5,10,42,13,0,11.348746728159956,0.1638734214567133
1150,1150,4474,4375,5391,3118,54749,1637,253,133000,96,49,25,2,10,42,15,2,0.4116435214772821,0.0123081781339989
1151,1151,2597,6762,1914,2716,3143632,29791,93,29100,67,26,23,10,10,42,15,2,108.02487887014192,1.023710525411498
1152,1152,2395,5443,2495,617,127334,1254,22,170000,67,17,20,0,10,41,9,3,0.7490191234169211,0.007376427197487
1153,1153,5416,1796,2383,6004,114107,3164,156,411000,77,38,20,0,10,42,18,5,0.2776319279028518,0.0076982781063793
1154,1154,4189,3016,2905,808,998703,26184,46,761000,67,22,2,6,10,41,10,4,1.3123543858680868,0.0344073135252121
1155,1155,2619,5222,5015,5533,1434727,37368,148,115000,22,11,1,8,10,42,17,4,12.475778471491552,0.3249363049016965
1156,1156,1068,4737,3743,5352,7434964,203594,581,233000,67,36,1,8,10,42,17,4,31.90957978721121,0.8737902412435998
1157,1157,3595,1800,5228,2782,34119353,215030,79,164000,67,35,1,8,10,42,15,2,208.04356680751945,1.3111505417649891
1158,1158,5090,5488,3303,3240,10860049,52921,12,74100,67,3,26,5,10,42,15,2,146.55738788950217,0.714173897788154
1159,1159,7965,6522,6769,5542,2375534,13863,559,16700,27,12,26,5,10,42,17,4,142.23902760313754,0.8300700556852884
1160,1160,571,1560,4468,4380,198590,18600,622,119000,91,5,25,2,10,42,16,3,1.6688095058024723,0.1563012075528777
1161,1161,546,2554,5565,5348,856537,25855,1038,6260000,30,7,20,0,10,42,17,4,0.1368269749477675,0.0041301910335158
1162,1162,7489,2664,1284,4010,101746,3021,790,33200,73,36,20,0,10,42,16,3,3.0645462486069697,0.0909912352037589
1163,1163,5333,7382,7095,7507,39368,912,65,124000,87,17,20,0,10,42,19,6,0.3174813106345917,0.0073547793969403
1164,1164,1289,1180,2077,5936,54764,2677,197,579000,31,15,22,1,10,42,18,5,0.0945836017554373,0.0046234807884615
1165,1165,4030,3825,2254,4066,71942,196,123,1360000,91,28,25,2,10,42,16,3,0.0528984905158158,0.00014411754109
1166,1166,4104,4133,4516,7801,3974,258,15,8730,65,31,10,7,10,42,19,6,0.4551597755125415,0.0295498797388615
1167,1167,2794,2705,5858,1031,3824733,46133,460,1300000,86,44,28,4,10,41,11,5,2.942100044538427,0.0354868957793109
1168,1168,3293,6133,5063,6078,843222,10343,33,18500,67,46,1,8,10,42,18,5,45.57710394032755,0.5590508621155613
1169,1169,7736,8257,1891,7909,152202,326,0,565000,89,24,20,0,10,42,19,6,0.269383594011338,0.000576990129221
1170,1170,2514,6587,1714,7823,42019,5364,592,586000,24,26,20,0,10,42,19,6,0.0717046557941027,0.0091535679973242
1171,1171,1850,6806,2767,4473,3077404,29884,53,3080000,27,12,23,10,10,42,16,3,0.9991568184555784,0.0097025942524044
1172,1172,1443,6297,6587,811,417246,17253,388,24200,79,39,22,1,10,41,10,4,17.240857815792737,0.7129044254369654
1173,1173,3439,2620,169,6994,242945,2033,366,1120000,67,21,20,0,10,42,19,6,0.2169149848973349,0.0018151769507348
1174,1174,2064,2556,6036,4256,81335,3076,1826,274000,30,14,28,4,10,42,16,3,0.2968419823285316,0.011226236400597
1175,1175,5313,6732,4450,409,536797,2961,1,376,67,12,10,7,10,41,7,1,1423.864721485411,7.854111405835543
1176,1176,2730,6175,6457,3978,264291,3399,71,269000,89,46,25,2,10,42,16,3,0.9824907714097716,0.0126356407596997
1177,1177,915,7696,7320,4879,1252144,31448,156,168000,87,45,26,5,10,42,17,4,7.453193730989696,0.1871893619680835
1178,1178,7087,3823,1836,7473,3798736,39898,151,130000,42,3,17,9,10,42,19,6,29.22082137829709,0.30690533149745
1179,1179,2246,1239,2244,5085,1002579,25009,226,836000,93,48,1,8,10,42,17,4,1.1992557425170545,0.029915035986799
1180,1180,837,474,5283,3545,710598,11706,1602,7480000,2,0,17,9,10,42,16,3,0.0949997199198235,0.001564973052811
1181,1181,5898,3162,241,5312,771313,12865,78,657000,86,44,17,9,10,42,17,4,1.1739906027540292,0.019581400941551
1182,1182,8208,6520,310,6664,55481,357,121,9690000,27,12,25,2,10,42,18,5,0.0057255928043763,3.684210146108344e-05
1183,1183,2702,6242,6536,2517,282883,6922,2903,1750000,89,46,25,2,10,42,14,1,0.1616473362015221,0.0039554263111849
1184,1184,358,1760,492,8052,43232,2551,10,587000,12,5,20,0,10,43,20,0,0.0736489375656941,0.0043458188316544
1185,1185,4782,5813,5962,1875,5363786,45878,94,71100,91,48,2,6,10,42,13,0,75.43896710313497,0.6452511216438588
